,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
10,https://authenticjobs.com/jobs/29269,36,17,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.138888889,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,4,13,4,13,13,5,7.333333333,13.0,4.5,0,0,0,0,0,0,8,0.625,0.375,0,0,0,0.0,0,0.0,0,0,40.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,36,5077,194144,0,1,5,legitimate
11,http://showmore.a3579.com/2EFDC56ECF33816478A33B64D7A5B0D7/,59,18,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.389830508,0.222222222,0,0,0,0,0,2,0,0,0,0,0,0,3,2,5,5,32,32,8,32,15.0,6.5,32.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,172,4942,0,0,1,0,phishing
12,https://storage.googleapis.com/docusign231/wetransfer/important.pdf,67,22,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.044776119,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,3,7,3,11,10,11,8.333333332999999,8.5,8.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,186,5658,886,0,1,6,phishing
13,https://www.facebook.com/iconmeals,34,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,9,9,8,9,6.666666667,5.5,9.0,0,1,0,0,0,0,111,0.378378378,0.621621622,0,10,0,0.0,0,0.0,0,1,14.28571429,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,0,2805,8519,8,0,0,10,legitimate
14,http://h.23yue.cn/,18,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.111111111,0.2,0,0,0,0,0,2,0,1,0,0,1,0,2,0,1,1,0,5,5,0,3.0,3.0,0.0,0,0,0,0,0,0,59,0.372881356,0.627118644,0,0,0,0.540540541,0,0.0,0,0,90.90909091,0,0.0,100.0,0,0,0,2.857142857,0,0,0,1,1,0,486,-1,0,0,0,0,phishing
15,http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=info/,97,17,0,2,1,0,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,12,2,2,14,2,14,14,13,6.25,14.0,5.545454545,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0.0,0,0.0,0,1,50.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,139,4609,0,0,1,3,phishing
16,https://support.office.com/en-ie/article/Import-or-export-text-txt-or-csv-files-5250ac4c-663c-47ce-937b-339e391393ba,116,18,1,2,13,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.189655172,0.0,0,0,0,0,0,2,1,0,0,0,1,0,18,4,2,6,2,12,7,12,4.833333333,6.5,4.625,0,0,0,0,0,0,219,0.397260274,0.602739726,0,2,0,0.454545455,0,0.007575758,0,1,66.66666667,0,50.0,50.0,0,0,0,12.21374046,0,0,0,1,1,0,269,7767,33,0,1,5,legitimate
17,https://rebrand.ly/zitln6v,26,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.038461538,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,7,7,7,7,7,7,7.0,7.0,7.0,0,0,0,0,0,0,8,0.125,0.875,0,1,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,0.0,0,0,0,0,0,0,0,2139,309382,0,1,7,phishing
18,http://cort.as/-FgvH,20,7,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,4,4,4,4,4,4.0,4.0,4.0,0,0,0,0,0,0,16,0.9375,0.0625,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,50.0,0,0,0,0,0,1,0,-1,4055774,0,1,6,phishing
19,http://www.supersignfactory.com/administrator/components/com_itunes-readmail/,77,24,0,2,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,2,0,0,1,0.0,0.0,0,0,1,0,0,2,1,0,0,0,0,0,7,3,3,3,3,16,16,13,8.428571429,9.5,8.0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,182,548,0,0,1,1,phishing
20,https://www.facebook.com/ProjectProvenance,42,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,17,17,8,17,9.333333333,5.5,17.0,0,1,0,0,0,0,53,0.622641509,0.377358491,0,5,0,0.0,0,0.0,0,1,12.5,0,0.0,0.0,0,0,0,80.0,0,0,0,1,1,0,2804,8520,8,0,0,10,legitimate
21,http://www.synergytas.com/,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,23,0.52173913,0.47826087,0,1,0,0.0,0,0.0,1,1,50.0,0,0.0,100.0,0,0,0,75.0,0,0,0,1,1,0,89,3198,3786388,0,0,1,legitimate
22,https://ppc.kopiherba.com/qwy?ef=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZkamKjY31y/abuse@ethz.ch,87,17,0,3,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.091954023,0.0,0,0,0,0,0,3,0,0,0,0,0,0,8,2,2,3,2,40,9,40,8.5,6.0,9.333333333,0,0,0,0,0,0,38,0.7894736840000001,0.210526316,0,1,0,0.5,0,0.0,0,1,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,110,256,0,0,1,0,phishing
23,https://docs.google.com/forms/d/1iLsSyRNj8G-mR_oT3Er6PHwKXCjZhaBBowGtyCWDDVI/viewform?edit_requested=true,105,15,0,2,1,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.038095238,0.0,0,0,0,0,0,2,1,0,0,0,0,0,11,4,1,4,1,29,6,29,7.545454545,5.0,8.111111111,1,1,0,0,0,0,33,0.393939394,0.606060606,0,4,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,2976,8346,1,0,1,10,phishing
24,http://subsapp.com/.well-known/pki-validation,45,11,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,3,0,5,2,3,7,3,10,7,10,5.8,7.0,5.5,0,0,0,0,0,0,83,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,377,-1,0,0,1,0,phishing
25,http://www.poolscalifornia.top/Login_step_2.html,48,23,0,3,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.020833333,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,1,3,1,15,15,5,5.333333333,9.0,3.5,1,0,0,0,1,0,18,0.833333333,0.166666667,0,0,0,0.0,0,1.0,0,1,83.33333333,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,362,3,0,0,1,0,phishing
26,https://www.cranepi.com/en,26,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,7,7,2,4.0,5.0,2.0,0,0,0,0,0,0,235,0.978723404,0.021276596,0,0,0,0.2,0,0.2,0,0,90.47619048,0,92.85714286,7.142857143,0,0,0,50.0,0,0,0,1,1,0,1242,2409,1324300,0,0,3,legitimate
27,http://www.mariage-photographe.fr/securefolder/,47,26,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,4,3,3,3,12,12,11,12,8.25,7.0,12.0,0,0,0,0,0,0,14,0.428571429,0.571428571,0,2,0,0.0,0,0.0,0,1,50.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,254,1949,0,0,1,2,phishing
28,https://secure-login-portal-outlook.el.r.appspot.com/linkedrecruiter.html,73,44,0,5,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,9,2,1,1,4,15,7,15,5.888888889,4.857142857,9.5,1,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5616,0,0,1,5,phishing
29,http://useful_english.enacademic.com/76401/latency_stage,56,29,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.089285714,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,5,6,5,10,10,7,6.666666667,7.666666667,5.666666667,0,0,0,0,0,0,79,0.7468354429999999,0.253164557,0,0,0,0.1,0,0.0,0,1,52.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,55,3232,65403,0,1,4,legitimate
30,https://www.mrcoin.eu/en/,25,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,6,6,2,3.666666667,4.5,2.0,0,0,0,0,0,0,49,0.979591837,0.020408163,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,50.0,0,0,0,0,0,0,0,-1,0,0,0,3,legitimate
31,http://heartstrongyoga.com/main/lado/index.htm,46,19,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,15,3,15,15,5,6.2,15.0,4.0,0,0,0,0,0,0,60,0.283333333,0.716666667,0,3,0,0.325581395,0,0.23255814,0,1,0.0,0,60.0,40.0,0,0,0,0.0,0,0,0,1,1,0,355,3297,0,0,1,1,phishing
32,http://www.answers.com/Q/List_10_application_software,53,15,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.037735849,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,4,1,3,1,11,7,11,5.1428571430000005,5.0,5.2,0,0,0,0,0,0,66,0.848484848,0.151515152,0,1,0,0.1,0,0.0,0,1,89.28571429,0,0.0,0.0,0,0,0,20.0,0,0,0,0,1,0,503,8833,2717,0,0,6,legitimate
33,http://psykologidialog.dk/wp-admin/up.php,41,18,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,5,0,2,15,2,15,15,5,5.4,15.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,160,2781,0,0,1,3,phishing
34,http://www.performanceoutdooradvertising.com/folder/verify/document/2c6f83380fdaa9aa939e414c2d16f491/,101,37,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.198019802,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,7,3,3,6,32,29,32,14.0,16.0,13.0,0,0,0,0,0,0,33,0.787878788,0.212121212,0,1,0,0.0,0,0.0,0,1,71.42857143,0,50.0,50.0,0,0,0,71.42857143,0,0,0,1,1,0,1548,2105,0,0,1,0,phishing
35,http://www.obsession.si/SI/,27,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,3,4,2,3,2,9,9,2,4.666666667,6.0,2.0,0,0,0,0,0,0,614,0.988599349,0.011400651,0,0,0,0.142857143,0,0.0,0,0,92.0,0,88.88888889,11.11111111,0,0,0,83.33333333,0,0,0,0,0,0,315,8697,2805305,0,0,3,legitimate
36,http://sof.edu.vn/sources/hjim/excelz/bizmail.php?email=nobody@mycraftmail.com,78,10,0,4,0,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,3,3,11,3,11,5.5,3.0,5.777777778,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,3940522,0,1,1,phishing
37,https://cpccivils-my.sharepoint.com/:b:/g/personal/jim_walton_cpccivils_net/EaWedjO-NQlIt4Jt8KpAYtABxT_tI6lHWiMCSlkspJfrlQ?e=I6RRui,131,27,0,2,2,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.030534351,0.0,0,0,0,0,0,2,1,0,1,0,1,0,15,3,1,2,1,19,10,19,6.8666666670000005,7.0,6.833333333,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4,phishing
38,https://www.foxtons.co.uk/,26,17,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,161,0.931677019,0.0683229809999999,0,0,0,0.090909091,0,0.0,0,0,50.0,0,0.0,0.0,0,0,0,46.66666667,0,0,0,0,0,0,1115,8757,108411,0,0,5,legitimate
39,https://www.esen.tn/,20,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,428989,0,0,2,legitimate
40,https://eusa-lombo.firebaseapp.com/,35,26,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,4,4,0,11,11,0,6.666666667,6.666666667,0.0,0,0,0,0,0,0,5,0.8,0.2,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,75.0,0,0,1,1,1,0,84,2837,0,0,1,2,phishing
41,https://www.tamcocgarden.com/,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,61,0.786885246,0.213114754,0,1,0,0.153846154,0,0.0,0,1,66.66666667,0,80.0,20.0,0,0,0,0.0,0,0,0,1,1,0,3418,2790,7449250,0,0,3,legitimate
42,http://www.indianmirror.com/indian-industries/food.html,55,20,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,6,5,3,3,4,12,12,10,6.5,7.5,6.0,0,0,0,0,0,0,5,0.4,0.6,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,318,7717,143598,0,0,5,legitimate
43,http://geomalgorithms.com/a05-_intersect-1.html,47,18,0,2,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.063829787,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,14,1,14,14,9,6.2,14.0,4.25,0,0,0,0,0,0,159,0.937106918,0.062893082,0,0,0,0.2,0,0.2,0,0,42.85714286,0,100.0,0.0,0,0,0,33.33333333,0,0,0,1,1,0,399,2887,596193,0,0,4,legitimate
44,http://dragonsorcsandgeeks.tumblr.com,37,30,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,6,6,0,19,19,0,12.5,12.5,0.0,0,1,0,0,0,0,16,0.625,0.375,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1048,5160,0,0,0,8,legitimate
45,http://138.36.41.142/,21,13,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.476190476,0.7692307690000001,0,0,1,1,1,3,0,0,0,0,0,0,8,0,2,2,2,3,3,3,2.5,2.5,2.5,0,0,0,0,0,2,40,0.95,0.05,0,0,0,0.5,0,0.0,1,0,85.71428571,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,1,0,-1,0,1,0,0,phishing
46,http://www.mind-pioneer.com/services/Text_file_splitter.html,60,20,0,3,1,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,8,5,3,3,4,8,7,8,5.25,4.666666667,5.6,0,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,443,4670,0,0,0,4,legitimate
47,http://kam-net.ci/1738312771/956060147/home.php,47,10,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.404255319,0.0,0,0,0,0,0,2,1,1,0,0,0,0,6,1,3,3,3,10,3,10,5.333333333,3.0,6.5,0,0,0,0,0,0,239,0.928870293,0.071129707,0,4,0,0.0,0,0.764705882,0,1,0.0,0,16.66666667,83.33333333,0,0,0,100.0,0,0,0,1,1,1,0,199,0,0,0,0,phishing
48,https://www.buildlineup.com/,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,14,0.7142857140000001,0.285714286,0,1,0,0.0,0,0.0,0,1,66.66666667,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,68,1392,381995,0,0,2,legitimate
49,http://menon.org.gr/test,24,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,4,5,4,5,5,4,4.5,5.0,4.0,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,1,0,-1,0,0,1,2,phishing
50,http://union.gr/components/MIEN/index.html,42,8,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,5,4,10,5,10,5.6,5.0,5.75,0,0,0,0,0,0,150,0.9,0.1,0,1,0,0.0,0,0.0,0,1,85.0,0,0.0,0.0,0,0,0,100.0,0,0,0,0,0,1,0,-1,2488533,0,1,2,phishing
